,101 FW,101 TC,101 TW,102 FC,102 FW,102 TC,102 TW,103 FC,103 FW,103 TC,103 TW,104 FC,104 FW,104 TC,104 TW,105 FC,105 FW,105 TC,105 TW,110 FC,110 FW,110 TC,110 TW,111 FC,111 FW,111 TC,111 TW,112 FC,112 FW,112 TC,112 TW,113 FC,113 FW,113 TC,113 TW,114 FC,114 FW,114 TC,114 TW,124 FC,124 FW,124 NB FC,124 TC,124 TW,125 FC,125 FW,125 TC,125 TW,126 FC,126 FW,126 TC,126 TW,127 FC,127 FW,127 TC,127 TW,128 FC,128 FW,128 TC,128 TW,101 FC,201 FC,201 FW,201 TC,201 TW,202 FC,202 FW,202 TC,202 TW,203 FC,203 FW,203 TC,203 TW,204 FC,204 FW,204 TC,204 TW,205 FC,205 FW,205 TC,205 TW,210 FC,210 FW,210 TC,210 TW,211 FC,211 FW,211 TC,211 TW,212 FC,212 FW,212 TC,212 TW,213 FC,213 FW,213 TC,213 TW,214 FC,214 FW,214 NB FW,214 TC,214 TW,215 FC,215 FW,215 TC,215 TW,216 FC,216 FW,216 TC,216 TW,217 FC,217 FW,217 TC,217 TW,218 FC,218 FW,218 TC,218 TW,219 FC,219 FW,219 TC,219 TW,226 FC,226 FW,226 TC,226 TW,227 FC,227 FW,227 TC,227 TW,228 FC,228 FW,228 TC,228 TW,229 FC,229 FW,229 TC,229 TW,230 FC,230 FW,230 TC,230 TW
PE 35:1+_233,-2.523903206,-0.422163808,-0.179004377,-0.409877185,-0.212481428,-0.356695057,-0.204323626,-0.413927523,0.036009776,-0.520324749,-0.078253981,-0.485840909,0.292528307,-0.083539924,0.023953695,-0.225876739,0.2274022,-0.162406762,0.043966032,-0.09762511,0.670336229,-0.063298177,0.405013387,0.217735555,0.403004601,0.317363702,0.386044586,0.277138114,0.440088838,0.274999653,0.338320238,0.046482999,0.30889111,0.062576073,0.272262133,0.188137884,0.446543992,-0.136119134,0.205765985,-0.17842444,0.185799211,-0.425180705,0.035045657,0.372265158,-0.294551368,0.03843555,0.056209354,0.261008843,-0.372738632,0.041359001,0.114064352,-0.066193459,0.080581497,0.227621104,-0.152509268,0.064670425,0.01528286,0.281305393,0.161549921,0.399437814,-0.575888197,-0.253743471,0.118700301,0.112975254,0.0348437,-0.416847191,0.217062396,-0.149108498,0.020949463,-0.426779106,0.376703035,0.037143958,0.271105201,0.089110931,0.329280632,0.048945999,0.284205231,-0.14625903,-0.159814084,-0.043236796,-0.272926429,-0.114588274,0.113869101,-0.194170561,-0.008937406,0.049504635,0.182621583,0.225176774,0.139346318,0.241105795,0.437722328,0.245822725,0.206503279,-0.753768299,0.184355383,0.418874867,0.414790703,0.170333966,-0.01841672,0.419689562,-0.138286134,-0.025003169,-0.04201812,-0.004530488,-0.208199395,-0.085811185,-0.626340796,0.044149219,-0.215369894,0.014820207,-0.190894386,0.289051183,-0.144366879,0.215839733,-0.592222143,-0.026909872,-0.48497569,-0.026092943,-0.270056424,-0.008376314,0.21255572,0.153082834,-0.358112348,0.161368172,-0.416002871,0.205415132,-0.241331962,0.034116927,0.294706525,-0.254793732,-0.013224784,0.267164537,0.158052291,0.280237311,-0.404629716,0.28785406,0.31372617,-0.102215939,-0.148646593,0.121469087,-0.225901902,0.190503854
PE 35:1+_5,-0.126361186,-0.488727431,-0.157459579,-0.42787647,-0.141521241,-0.347772588,-0.093284223,-0.559200766,0.050568026,-0.619808916,-0.177717105,-0.560537833,0.270799705,-0.042054422,-0.022295026,-0.197099966,0.185230983,-0.186554549,0.035041276,-0.323788967,0.409300511,-0.232104106,0.205470142,0.13523927,0.346680412,0.31037918,0.298156767,0.416817063,0.309672587,-0.032014532,0.176176276,-0.018522956,0.343443668,-0.05217753,0.228379857,0.04047805,0.415838548,-0.218826606,0.137708324,-0.203002361,0.850448017,-0.40700279,0.0688008,0.969323619,-0.389879859,0.036053126,0.012948291,0.864200243,-0.247663471,0.36214395,0.239270184,0.114529308,0.081471065,0.186823485,-0.143531292,0.736721618,0.035344416,0.379047754,0.215622806,0.429204641,-0.584389792,-0.30515265,0.159590457,0.055026276,-0.019040897,-0.459116057,0.240210405,-0.211732174,0.027301131,-0.451682731,0.340714314,0.094891909,0.278659682,0.034100248,0.731592021,-0.006232311,0.184791187,-0.190735075,-0.121936202,-0.01192064,-0.226566696,-0.189032399,0.097560253,-0.204328382,-0.025758895,-0.144030098,0.061093341,0.036632946,-0.015967008,0.173509201,0.373457926,0.167772896,0.20415131,-0.869856482,0.166254762,0.378452415,0.35320506,-0.102565682,-0.177444101,0.644441349,-0.48874589,0.233472617,-0.207658987,-0.008069252,-0.293250153,-0.103131764,-0.787239558,-0.022732565,-0.285653303,-0.044483683,-0.412421414,0.220549776,-0.298890636,0.148185616,-0.772652818,-0.111017907,-0.566044305,-0.097904978,-0.375731244,-0.061708865,0.075660778,0.096122121,-0.455618199,0.128545364,-0.444476559,0.112166734,-0.183682021,0.097231236,0.43890554,-0.054367747,0.005559314,0.233079999,0.065114655,0.243253682,-0.474536644,0.243922553,0.361150219,-0.023489887,-0.161731025,0.203793834,-0.282877376,0.144933728
PE 35:3+_841,-0.365709711,0.296972106,-0.018946911,-0.069713692,-0.227864237,0.124540857,-1.54597524,-0.072734593,-0.266336491,-0.184312746,-1.569861452,-0.010878546,-1.39498474,0.061737668,-1.471156143,0.256239403,-0.159660503,0.308408827,-0.143625805,0.877448576,0.568218828,0.948336362,0.498678199,0.409835304,-1.361711721,0.722611331,0.127838822,0.445818045,0.257234094,0.604466199,0.362755305,0.361947007,-0.006007667,0.417189162,0.324224514,0.558475016,0.212604891,0.339199268,0.131766928,0.188628938,-1.382651868,0.178970287,0.434896075,0.043404174,0.292278803,0.145168252,0.414239138,0.189813022,0.305540104,-0.167734182,0.563255963,-0.267260526,0.573185949,-0.061060381,0.385295968,0.035365099,0.540010181,0.246152987,0.588965929,0.181862701,0.110230662,0.354651946,-1.516049407,0.40108403,-0.030438177,-0.058884475,-0.149468178,0.175363611,0.098291754,0.313910706,-0.231376048,0.444676924,-0.1599733,0.504026113,0.17103105,0.484601216,0.357155629,0.337744159,-1.540752543,0.479071723,-0.138722313,0.065880918,-1.463510857,0.327624731,-0.084520674,0.641084437,0.311176625,0.847037781,0.262231556,0.652749892,-1.329075985,0.704387654,0.24843192,-0.081517144,0.046694159,0.638027665,0.201567116,0.45826518,0.022353641,-1.073730022,0.404882287,0.246151613,0.435767248,-1.470839298,0.284629373,0.188317224,-0.052987609,-0.248939471,0.157334129,-1.523716298,0.284964287,-1.419968561,0.35932914,0.190343652,0.231904241,0.039051453,0.410519028,0.041184243,0.060902347,-1.534960865,0.408101066,0.209805838,0.437876002,-1.434664207,0.408156341,-1.448176264,0.009862185,-1.422808481,0.44711671,-0.133594229,0.453099329,0.149576057,0.614202267,0.217634091,0.265886172,0.015384466,0.562650754,0.193109857,0.096468123,-1.414195551,0.137798435,-1.433883931
PE 37:1+_70,0.0987819,-1.405706178,-1.300111841,0.083329079,0.074021309,0.116599597,0.170891101,-1.546334362,0.162657627,-0.06823212,0.19313048,-0.00721957,0.316106147,-1.170954465,-1.231131071,0.192461367,0.245402554,-1.256456812,0.22408839,-1.450916816,0.290736715,0.031495589,0.130469928,0.396167096,0.404549569,0.485472418,0.430119612,0.181154012,0.171794601,0.14900231,0.208032576,0.293788136,0.336891977,0.213272361,0.380234526,0.256131636,-1.059048476,0.134417607,0.23978758,0.192673514,0.191454917,0.079113476,0.358451142,0.32999144,-1.46414397,0.110613549,-1.206099026,0.199575291,0.142426703,0.272874417,-1.016182742,0.184934144,-1.169439081,-1.263629452,0.176195803,0.171902643,-1.162882897,0.340223536,0.325960847,0.340535978,0.023989179,0.158416543,0.061835125,0.353532129,0.194744337,0.044750246,0.272512619,0.181683662,0.120221035,0.059336523,0.358176421,0.417421319,0.37554519,0.331558529,-1.161551772,0.314060153,0.262954027,0.207775234,-0.004396611,0.297766231,-0.016365245,0.197889272,0.237115912,0.230451318,0.239562976,0.216264845,0.200455372,0.258367797,0.163308904,0.451812535,0.421330179,0.416869439,0.36164603,-0.167132531,0.33223392,0.56979159,0.417454166,0.169847086,-0.027072322,0.537436775,-1.565683897,0.006139894,-1.293208471,0.19788144,0.161256076,0.188587171,-0.062909263,0.174807558,0.227534827,0.18365855,-1.48311274,0.305221019,-1.390904841,0.304266262,-0.091344826,0.139438951,0.013768754,0.101343861,0.113027488,0.141269742,0.379477107,0.350414114,0.073329663,0.265004697,0.091189834,0.288929928,0.324300739,0.313166992,0.603391378,0.246394685,0.308151283,0.277084293,0.348151228,0.269758629,0.057116909,0.312018339,-0.918508201,0.251561574,0.251842119,0.229107191,0.164134141,-1.188078658
PE 37:2+_387,-2.18E+00,-2.51E-01,-1.38E-01,1.43E-01,9.55E-02,2.02E-01,1.51E-01,-3.92E-01,-1.99E-02,-3.98E-01,2.47E-02,-4.89E-01,6.47E-02,-6.83E-02,-5.64E-02,2.53E-01,2.96E-01,2.06E-01,1.01E-01,-1.86E-01,3.13E-01,-3.30E-01,7.32E-02,3.41E-01,2.49E-01,3.53E-01,4.13E-01,3.73E-02,1.46E-01,1.85E-02,8.28E-02,-7.25E-02,2.27E-01,-1.44E-01,4.71E-02,-1.41E-02,4.23E-01,-2.20E-01,6.96E-02,-7.94E-02,9.21E-02,-2.59E-01,1.23E-01,2.42E-01,-4.32E-01,-4.97E-02,-1.18E-02,6.81E-02,6.87E-03,1.82E-01,4.45E-01,7.62E-02,3.43E-01,1.60E-01,4.33E-02,1.30E-01,-5.44E-02,2.12E-01,5.92E-02,1.97E-01,-3.10E-01,6.97E-02,-9.00E-02,3.42E-01,1.51E-01,-2.75E-01,-1.90E+00,-1.73E-01,-6.80E-02,-2.19E-01,7.82E-02,8.16E-02,9.94E-02,2.97E-01,3.12E-01,2.34E-01,2.09E-01,6.15E-02,-1.43E-01,1.50E-01,-2.23E+00,4.52E-02,8.26E-02,-6.77E-02,1.22E-02,-9.19E-02,-5.87E-02,8.74E-02,-5.03E-02,5.75E-01,4.65E-01,5.10E-01,3.45E-01,-5.11E-01,2.72E-01,5.67E-01,3.81E-01,1.18E-02,-1.46E-01,4.40E-01,-2.54E-01,-1.58E-01,-7.93E-02,-1.19E-02,-2.30E-01,-1.88E-01,-5.24E-01,1.16E-02,-1.86E-01,-8.96E-02,7.58E-02,4.01E-01,1.69E-01,3.49E-01,-2.54E-01,6.53E-02,-1.46E-01,7.94E-02,-3.80E-01,-2.15E-01,3.33E-02,-4.79E-02,-1.19E-01,8.42E-02,-2.02E-01,1.58E-01,2.03E-01,2.39E-01,5.71E-01,-4.38E-02,8.31E-02,6.78E-02,1.62E-01,6.17E-02,-3.41E-01,6.97E-02,3.04E-01,-7.76E-02,-3.39E-02,5.89E-05,-1.18E-01,1.05E-01
PE 37:2+_20,-0.358903811,-0.30360907,-0.247680203,0.067674793,-0.050318758,0.159446428,0.116465714,-0.451746542,-0.114329038,-0.570030918,-0.156978794,-0.613550971,-0.049115737,-0.124101828,-0.115754433,0.161670688,0.203930132,0.156787532,0.063275728,-0.330221279,0.249013826,-0.432430664,0.023388154,0.314432576,0.36955906,0.57533367,0.321824197,-0.024713785,0.009195704,-0.071182454,-0.014091891,-0.067023854,0.162025391,-0.149736836,0.124453473,0.055535125,0.502926346,-0.09508062,0.008207194,-0.070877887,0.14578108,-0.242151207,0.309551957,0.321819295,-0.374767717,0.007552125,-0.030519708,0.073580533,0.110930644,0.251666888,0.611084016,0.144126755,0.420176351,0.113410061,0.083269959,0.181968168,0.03568837,0.203744712,0.285334722,0.202110946,-0.433152073,-0.037095811,0.059044099,0.272692277,0.092528362,-0.450404929,-0.086297121,-0.190344313,-0.142785563,-0.292941452,0.153131138,0.184448591,0.067791603,0.293507689,0.202998652,0.225941078,0.145931809,0.002822351,-0.337153547,0.254741446,-0.404513403,-0.083372523,-0.051310112,0.016736713,-0.104316691,-0.11985712,-0.144022062,0.176536148,-0.222391655,0.573297699,0.414810486,0.590028536,0.292392368,-0.708741212,0.302932476,0.625134358,0.436624368,-0.127020163,-0.397787519,0.484338397,-0.519201571,-0.377145609,-0.152674302,-0.226631141,-0.282364773,-0.278171533,-0.689326268,-0.237551,-0.20580026,-0.259381767,-0.118537481,0.289386956,0.009290979,0.267713201,-0.490895233,-0.065664864,-0.2714605,-0.087014209,-0.567071119,-0.395202845,0.024182676,-0.13890632,-0.252593099,-0.036849147,-0.281743715,0.020415013,0.218473852,0.238492844,0.878872011,0.004845218,0.171291879,0.024316844,0.210066246,-0.02563733,-0.217334575,0.088720547,0.539779265,-0.050017438,-0.130651264,-0.013298771,-0.217972486,-0.019676596
PE 37:4+_194,-0.68173862,0.15128472,-0.16308355,-0.22900539,-0.81473696,0.17844419,-0.43368276,0.04322773,-0.67167027,-0.10000763,-0.3137687,-0.1673498,-0.63819195,0.31095034,-0.07611734,0.32334062,-0.43242991,0.41008945,-0.33016524,0.47088392,-0.01028588,0.35300907,-0.46928167,0.28794277,-0.32675498,0.79534832,0.03895987,0.10593758,-0.62583417,0.38875615,-0.26283263,0.31525052,-0.38441498,0.24108578,0.17749607,0.66560746,0.13554011,0.47119638,0.07984196,0.18972449,-0.72865241,-0.16812289,0.72466414,-0.26200846,0.03811828,-0.3261,0.5404273,-0.04230653,0.25055959,-0.72826269,0.74960513,-0.62236239,0.65390769,-0.65085135,0.52336225,-0.09242209,0.44733121,-0.09021713,0.77525843,-0.29451182,-0.0367563,0.27050077,-0.18410667,0.44552841,-0.22715409,-0.21635032,-0.61488946,0.43708721,0.19891464,-0.05001926,-0.62461392,0.51044124,-0.26244754,0.66270114,-0.11700395,0.68012923,0.28928542,0.24013218,-0.63452728,0.49258144,-0.5295591,-0.29535596,-0.69034236,0.13810103,-0.40225737,0.46580615,-0.0964223,0.67335566,-0.18927401,0.62568323,-0.31180263,0.67869457,0.02049282,-0.1467234,-0.03753783,0.98269676,0.10921522,0.19168598,-0.68238749,-0.77645186,0.35370108,0.04723614,0.13771681,-0.19955154,0.31003789,0.15606586,-0.34986052,-0.67378326,0.22576619,-0.5799484,0.20741564,-0.10398768,0.26601028,-0.01466967,-0.18199016,-0.35573734,0.17348049,-0.38414183,-0.13536415,-0.56443493,0.49686211,0.26920212,0.10577069,-0.38965887,0.25626057,-0.1604109,-0.20898165,-0.73218419,0.73564741,-0.18256406,0.50452347,-0.46841205,0.55097597,-0.43774273,0.17259019,-0.35745391,0.95253817,0.32637709,0.08961719,-0.43243971,0.2314747,-0.34298382
PE 38:2+_175,0.53662832,-0.75488562,0.29460512,-0.47791179,0.45582499,-0.7961576,0.34306983,-0.81072292,0.43361435,-0.85536423,0.08950714,-0.73548154,0.54493993,-0.62025446,0.12002923,-0.77372916,0.61966711,-0.86181393,0.25782589,-0.45649229,1.18102964,0.11974231,1.02409578,0.14276725,0.95014474,-0.31426052,0.68001981,-0.15607044,0.79401285,-0.52673558,0.47301018,-0.51183494,0.97980467,-0.51381097,0.24028955,-0.52395076,0.72913832,-0.62014503,0.41114832,-0.44617155,0.82430513,-0.62517725,-0.42660217,0.87542545,-0.08170789,0.69769349,-0.24352249,0.75541556,-0.41405885,0.67671178,-0.2827971,0.54310613,-0.12022416,0.70029635,-0.33168549,0.46441829,-0.18540321,0.79244104,-0.47106916,0.74210489,-0.40078189,-0.84434073,0.61532761,-0.34681869,0.23701847,-0.15924672,0.78188019,-0.63271047,0.06754904,-0.34049539,0.75431173,-0.63445176,0.49411823,-0.29511845,0.72644867,-0.45722884,0.40748983,-0.36965272,0.48713045,-0.57278125,0.33858022,0.02092502,0.63669851,-0.91024017,0.19522109,-0.31584151,0.29790657,-0.53568489,0.30614366,-0.33506755,0.71797736,-0.59655671,0.32306082,-1.19510677,0.28404696,-0.48153033,0.58881403,-0.06432713,0.54058704,0.84479984,-0.61221811,0.22172115,-0.63617628,0.49324027,-0.93137965,-0.196492,-0.73155618,0.7374335,-0.71863467,0.67948304,-0.41816336,0.75712599,-0.65253097,0.66023853,-0.64436341,0.50704119,-0.82494036,0.58076589,-0.38145633,0.4340669,-0.63399153,-0.03610389,-0.66075004,0.51715835,-0.99435487,0.54161124,-0.40901076,0.32871555,-0.60862045,-0.16477147,-0.67387611,0.61710617,-0.58512461,0.67899844,-0.72125692,0.6135799,-0.41791622,-0.15651723,-0.41488848,0.50091818,-0.6793909,0.30243475
PE 38:4+_509,-0.564021257,0.310306198,-0.262432188,0.157412546,-0.642071247,0.538585299,-0.258019631,0.401683647,-0.486977376,0.286223982,-0.223127795,-0.08312264,-0.678745675,0.108683454,-0.224123994,0.483207242,-0.354445436,0.575535343,-0.560410171,0.359579105,0.01785554,-0.001338476,-0.50990439,0.151976999,-0.477498008,0.357949156,-0.379372697,-0.057158844,-0.343960597,0.327441597,-0.423907731,0.324031644,-0.09312635,0.237520794,0.298138244,-0.046499888,-0.428438314,-0.282917711,-0.469562695,0.209374418,-0.644488248,0.042396625,0.563099836,-0.271864676,0.077270427,-0.301386764,0.485854303,-0.105882043,0.603786021,-0.330337232,1.107137342,-0.33044105,0.464029155,-0.682353493,0.32205884,-0.247162406,0.57373903,-0.187637294,0.722391247,-0.383264789,0.097539689,0.248296689,-0.468103316,0.385046026,-0.409515698,-0.238512879,-0.500598711,0.258659354,-0.116630356,-0.203115179,-0.355553367,0.428054127,-0.436053165,0.616337262,-0.149490806,0.622890614,-0.092607773,0.299017064,-0.667023524,0.712004142,-0.660589527,-0.184979705,-0.594773807,0.40842338,-0.439262083,0.72907228,-0.213675648,0.99066193,-0.204319127,0.615197131,-0.291168055,0.698816751,-0.135186739,0.016270134,-0.065418775,0.973624986,-0.041618629,0.245486089,-0.760333927,-0.293452391,0.273423695,-0.375358464,0.542413779,-0.114721053,0.501963103,0.010932701,-0.0522066,-0.571683521,0.518898775,-0.661335759,0.349372591,-0.272089797,0.533818205,-0.171032022,0.044455049,-0.398292933,0.373164316,-0.428750376,-0.168349913,-0.654354249,0.403697208,-0.067449329,0.179613643,-0.521505455,0.278957726,-0.304140758,-0.100894281,-0.684522866,0.744104105,-0.445498177,0.561274248,-0.297074187,0.704840669,-0.286900806,0.159549707,-0.402583267,0.930359605,0.201229888,0.292499377,-0.358573807,0.420679391,-0.28261155
PE 38:4+_13,-0.94524923,0.19849583,-0.06544142,0.06606976,-1.08146934,0.2401333,-0.20380032,0.02022772,-0.85874102,0.28038438,-0.12617172,0.35871016,-0.7654682,0.47775938,0.18368941,0.3416035,-0.58084197,0.37484605,-0.25766168,0.07623977,-0.68195475,0.02894979,-1.07036897,0.38739892,-0.55497705,0.64965766,0.1517729,0.13035961,-0.87560304,0.54382294,-0.23502567,0.40937106,-0.33263424,0.39767454,0.46691954,0.39945511,-0.05545488,0.22636399,0.03180959,0.55092902,-0.6701537,0.46923425,0.5466723,-0.19210955,0.04084605,-0.25304873,0.4319214,-0.04126325,0.56410132,-0.35297474,0.65999207,-0.27963398,0.39267662,-0.8686662,0.56600372,-0.04978777,0.39917659,-0.10660796,0.6693497,-0.49133135,-0.0147967,0.20682609,-0.77295035,0.37498596,-0.10918824,0.02260913,-0.82368785,0.37689616,0.325766,0.06420606,-0.53810841,0.60134227,-0.22481153,0.43523513,-0.5014884,0.4862798,0.08252736,0.28145454,-0.75390959,0.50446118,-0.4735828,0.04985794,-0.84094757,0.32598176,-0.03552004,0.24826255,-0.09747352,0.76167162,-0.09370844,0.55838517,-0.40729495,0.61210552,0.11434445,-0.11882795,0.14970677,0.7603309,0.10531794,0.0894752,-1.16411456,-0.43536857,-0.04985176,-0.28036551,0.23062774,-0.2121407,0.32708677,0.22035568,0.24084429,-0.89159801,0.34157357,-0.59426145,0.04826738,-0.57298741,0.21159736,-0.24340993,-0.18538885,-0.32068204,0.05968147,-0.46707932,0.12180063,-0.73147376,0.57750181,0.39220309,0.15397872,-0.78041624,0.25281927,-0.4216509,0.3241846,-0.55945889,0.91866575,0.25148913,0.76419565,-0.65184013,0.74807792,-0.66858721,0.46612788,-0.30300292,0.7728473,0.3504309,0.28133079,-0.28695739,0.56989444,-0.27285697
PE 40:1+_835,-1.173441745,0.167632359,0.206212825,0.156390003,0.225063761,0.225715727,0.169712839,0.211026174,0.475915909,-1.410339825,0.420710338,-1.342818638,0.352260163,-1.051988404,0.19670119,0.220938421,0.474658678,0.009892284,0.212535691,-0.03354056,0.570490377,0.140891186,0.504372746,0.452016349,0.486020184,-0.919053944,0.383413702,0.223809801,0.283834203,0.238791192,0.228137227,-1.087444442,0.542576593,0.365490949,0.410742969,-1.10299093,-0.951631902,0.199230198,0.226231395,0.411786088,0.23989782,-1.250587459,-1.019681807,0.277193107,0.223855861,0.319466715,-1.083503784,0.345429648,0.418812446,0.499857078,-0.91318801,0.2606386,-1.050629482,0.254043932,-1.165091852,0.138552597,-1.044750194,0.538542222,-0.907924631,-0.94100759,0.113875052,0.206442185,0.413562341,0.316343158,0.283892695,0.146605274,0.537437251,-1.147316793,0.322654758,-1.291911007,-0.988350958,0.403924988,0.450241321,0.379867769,0.360403071,0.313035433,0.260779919,-1.150815388,0.41473227,-1.030047517,0.312567626,0.097805192,0.411212738,0.072335281,0.323972154,-1.186931302,0.377430465,0.422432862,0.238004291,0.421049446,0.445431522,0.29083444,0.391798483,-0.115273144,0.523525466,0.493777956,0.525750138,0.258816616,-1.30700495,0.631491002,0.176824326,0.116477013,0.437332616,0.377936325,0.18819988,0.178428749,0.125744906,0.317675806,-1.160398769,0.246282446,-1.331863015,0.525657306,0.194157554,0.438142452,0.111459133,0.345372184,0.178311189,0.303473641,0.132112953,0.273501435,0.412511368,0.22518868,-1.285578369,0.508259508,0.177148591,0.449361307,-1.118148979,0.426350226,0.595730336,0.227227895,0.238981856,0.36276984,0.168858635,0.419597209,-1.283114441,0.358054514,0.543785111,-1.075338948,-1.132146017,0.484147342,0.320004266,0.39726349
PE 40:6+_14,-0.898388414,0.198242961,-0.050334626,0.161298059,-0.988320744,0.261804328,-0.172157299,0.062675447,-0.894591981,0.009377818,0.017174465,0.173504637,-0.546082186,0.486961494,0.312986773,0.397766098,-0.593061442,0.42836023,-0.361587967,0.151115161,-0.72539813,0.138748951,-0.88850999,0.456441328,-0.747927487,0.659371803,0.183077735,0.239435915,-0.859846097,0.31855398,-0.257636861,0.458815257,-0.278291893,0.421480865,0.788981319,0.48212831,0.225518778,0.261675399,0.1708776,0.311969423,-0.579716596,0.23234776,0.540860289,-0.317894069,0.156413349,-0.016687129,0.468731322,-0.091421418,0.354119159,-0.299075367,0.674889261,-0.456382405,0.523683748,-0.895224025,0.350366688,-0.088344879,0.49479685,-0.004200672,0.66805263,-0.519166151,0.281798767,0.283733416,-0.692679588,0.461571799,0.06510743,0.076335935,-0.808374624,0.369463052,0.290865715,0.174902348,-0.513823565,0.613395048,-0.354465469,0.46494545,-0.655945724,0.472826907,-0.116434076,0.36714043,-0.852196583,0.561769236,-0.382550817,0.16825122,-1.047086052,0.363408044,-0.055107038,0.329760583,-0.009936152,0.473307251,-0.094261167,0.594702775,-0.587284054,0.623395584,-0.044665939,-0.079737567,0.188540158,0.737349039,0.054521405,0.460054626,-0.872123403,-0.292698447,0.042745303,-0.179183912,0.345150984,-0.138364158,0.303448372,0.157123527,-0.028602955,-1.074762529,0.375432091,-0.719953039,0.130820913,-0.778730271,0.25311582,-0.316869952,-0.08058386,-0.257091741,0.121867102,-0.643112311,0.382886058,-0.935008262,0.547625016,0.301845884,0.190166565,-0.920523165,0.227003337,-0.668880081,0.376581198,-0.699339428,0.875846161,0.111453913,0.506156036,-0.538262104,0.482150588,-0.672443446,0.227365252,-0.177491403,0.78768567,0.362008355,0.360388703,-0.297759098,0.324549401,-0.396587852
PE 43:6+_133,-0.79333229,0.30479132,-0.30200944,0.16164375,-0.83414271,0.31126592,-0.49614036,0.18636844,-0.8786962,0.08573299,0.02603259,0.39836173,-0.53616157,0.41604976,0.10254293,0.54095187,-0.64269806,0.58057473,-0.49263744,0.22307865,-0.85593837,0.11901139,-0.65371341,0.43004104,-0.75417461,0.6317381,-0.14340611,0.21009725,-0.69886941,0.35288182,-0.4471559,0.55325545,-0.24422074,0.48168937,0.50098098,0.71330351,0.02456335,0.31191039,-0.081003,0.53771609,-0.59897068,0.41425409,0.66003656,-0.45785523,0.26798891,-0.33655477,0.53739991,-0.49566919,0.46817289,-0.38077933,0.76279069,-0.56118785,0.66772041,-1.0101152,0.42518798,-0.48867052,0.59574495,-0.26066322,0.63754051,-0.45418036,0.11837968,0.48087495,-0.6617571,0.51611236,-0.07983301,0.10924237,-0.61792922,0.36880065,0.02538321,0.51478172,-0.48000236,0.86113078,-0.50797615,0.55895327,-0.74278054,0.47753395,-0.52135491,0.54277634,-0.6707567,0.85722656,-0.37795335,0.06216831,-0.81768758,0.52069505,-0.25956122,0.40817263,-0.30256402,0.65455374,-0.35340336,0.62040643,-0.72548434,0.68403306,-0.45805942,-0.03299366,-0.04012632,0.6826102,-0.18820317,0.28981496,-0.73371631,-0.23986163,0.22441379,-0.3722697,0.66220766,-0.30710715,0.41667178,0.02148012,0.06741943,-0.92442686,0.56351863,-0.81843034,0.27548718,-0.6107738,0.41175711,-0.29677669,0.12459133,-0.48699153,0.37526432,-0.80728119,0.16117524,-0.84560378,0.63793219,0.05448477,0.43492754,-0.72970548,0.43637654,-0.69124508,0.45268459,-0.73461173,0.90927494,-0.15072612,0.46602834,-0.56866946,0.49263147,-0.56976743,0.52546192,-0.30896849,0.87435412,0.24647423,0.50176174,-0.41366103,0.55901052,-0.54249388
PE-ae 34:2+_28,0.402610998,-0.587895356,0.318304027,-0.386737574,0.356867845,-0.980129629,0.307562571,-0.860190597,0.455151821,-0.663529038,0.200307112,-0.767365196,0.594627926,-0.309714226,0.283215527,-0.71011657,0.532584458,-0.956453532,0.428012032,-0.789549547,0.52192464,-0.075440555,0.493766664,0.132835391,0.642869481,-0.311778851,0.499657262,-0.18493089,0.560971332,-0.471647043,0.411994283,-0.396601734,0.688578642,-0.347387041,0.395567323,-0.614935149,0.609030836,-0.464775834,0.404855478,-0.26050148,0.641936584,-0.326503755,-0.318363648,0.734837622,-0.242851365,0.384204317,-0.312460493,0.492596631,-0.264617476,0.683570565,-0.150999996,0.516605121,-0.214404574,0.539666373,-0.224161588,0.470586043,-0.069326923,0.60770965,-0.455209301,0.696796546,-0.239494817,-0.846489107,0.413212558,-0.078824829,0.355952752,0.083113642,0.679808804,-0.271943143,0.434837423,-0.353672133,0.640537016,-0.420695327,0.606614815,-0.297112461,0.535767721,-0.306619708,0.454717966,-0.27473331,0.368101203,-0.715216323,0.308413872,0.054792932,0.476873318,-0.955203279,0.322728835,-0.387489736,0.341346926,-0.821039956,0.313272273,-0.370836236,0.625571738,-0.774673176,0.428925055,-1.179442635,0.43133392,-0.444982616,0.546444503,-0.005702619,0.2654296,0.965813194,-0.734705601,0.120478247,-0.460050865,0.380920095,-0.797651276,0.162339936,-0.652779501,0.43738316,-0.677547554,0.410640379,-0.498986958,0.576221809,-0.875566238,0.501717024,-0.644698234,0.315103654,-0.970230538,0.336407809,-0.178443953,0.39591345,-0.614411249,0.320871453,-0.605511646,0.534774086,-0.855173835,0.481653955,-0.112801527,0.531068067,-0.382010167,0.310546959,-0.617593555,0.537323614,-0.609130358,0.543776765,-0.790807819,0.558119328,-0.503311568,0.172070454,-0.012259211,0.605412699,-0.381119507,0.541383426
