,101 FW,101 TC,101 TW,102 FC,102 FW,102 TC,102 TW,103 FC,103 FW,103 TC,103 TW,104 FC,104 FW,104 TC,104 TW,105 FC,105 FW,105 TC,105 TW,110 FC,110 FW,110 TC,110 TW,111 FC,111 FW,111 TC,111 TW,112 FC,112 FW,112 TC,112 TW,113 FC,113 FW,113 TC,113 TW,114 FC,114 FW,114 TC,114 TW,124 FC,124 FW,124 NB FC,124 TC,124 TW,125 FC,125 FW,125 TC,125 TW,126 FC,126 FW,126 TC,126 TW,127 FC,127 FW,127 TC,127 TW,128 FC,128 FW,128 TC,128 TW,101 FC,201 FC,201 FW,201 TC,201 TW,202 FC,202 FW,202 TC,202 TW,203 FC,203 FW,203 TC,203 TW,204 FC,204 FW,204 TC,204 TW,205 FC,205 FW,205 TC,205 TW,210 FC,210 FW,210 TC,210 TW,211 FC,211 FW,211 TC,211 TW,212 FC,212 FW,212 TC,212 TW,213 FC,213 FW,213 TC,213 TW,214 FC,214 FW,214 NB FW,214 TC,214 TW,215 FC,215 FW,215 TC,215 TW,216 FC,216 FW,216 TC,216 TW,217 FC,217 FW,217 TC,217 TW,218 FC,218 FW,218 TC,218 TW,219 FC,219 FW,219 TC,219 TW,226 FC,226 FW,226 TC,226 TW,227 FC,227 FW,227 TC,227 TW,228 FC,228 FW,228 TC,228 TW,229 FC,229 FW,229 TC,229 TW,230 FC,230 FW,230 TC,230 TW
DG 38:4+_29,-0.107461641,-0.118862915,-0.092065867,-0.456511769,-0.666266647,-0.417094388,-0.280257497,-0.446272478,-0.243323109,-0.374083837,-0.156657391,-0.352101189,0.374747208,0.300466112,0.225543516,0.083057897,-0.238795282,0.063520079,0.072429647,-1.38937144,-0.651859106,-0.461120154,-0.50023015,0.360150179,0.19636457,0.511727317,0.169800863,-0.152430715,-0.342102258,0.055744819,-0.14041188,0.210161593,0.395793787,0.246591618,0.463210603,0.030303187,0.162627043,-0.032338259,0.055776452,-0.06810086,-0.204620431,-0.085743379,0.311075317,0.069350767,-0.549080118,-0.189566374,0.037470244,-0.21336269,-0.088536168,0.180096,0.416911397,-0.062407081,0.014289568,-0.312613631,-0.062501151,-0.151247134,0.05157738,0.105444794,0.299933147,0.046941441,-0.336921444,0.002950196,0.120315472,0.27552049,0.15108258,-0.308837647,-0.093491534,0.058920932,0.276873838,-0.258397337,0.054770339,0.475305058,0.170079161,0.092060436,-0.081960116,0.072701332,-0.014873985,0.082847576,-0.21196817,0.344238364,-0.193103917,-0.018533803,-0.0118021,0.077508262,0.212592952,0.00156828,-0.028275206,0.163575604,-0.183779983,0.334546249,0.218654861,0.453757613,0.342895355,-0.572796104,0.210936766,0.689609778,0.137080692,-0.040526361,-0.566599132,0.590266653,-0.49872458,-0.488134325,0.028614237,-0.005820287,0.293761999,0.351334297,-0.393527937,-0.161380877,0.148148703,-0.026921129,-0.311285552,0.113445828,-0.094089639,0.150563543,-0.54388791,-0.148678429,-0.304161332,-0.275505643,-0.05940831,0.026902746,0.45868708,0.594558386,-0.15253774,0.225469292,-0.002298834,0.279035007,0.37964131,0.228363485,0.929718338,0.489084886,0.039373209,-0.047810138,-0.047944391,-0.29528004,-0.291285465,-0.056168116,0.636301682,0.16051436,0.097413938,0.026499235,-0.068880697,0.023798254
DG 38:5+_108,0.086335688,-0.271081682,-0.234157765,-0.303240318,-0.605478761,-0.444227746,-0.245801002,-0.234007838,-0.562553204,-0.491976684,-0.361670292,-0.454096769,0.701399825,0.159105157,0.104113369,0.309147887,0.235136266,0.14813047,0.537531665,-2.038395261,-0.841969377,-0.752610841,-0.276260622,0.678873659,0.250179926,0.639474584,0.010384124,0.013455668,-0.419193859,0.268417904,-0.24203627,0.564580197,0.681637341,0.604977754,0.681608812,0.485820575,0.310524708,0.192249605,0.260421427,0.154467811,-0.14469937,0.14148594,0.425251222,0.115276657,-0.16608246,0.201639261,0.178457456,0.042429351,0.088705002,0.43958865,0.306931343,0.064778237,0.176700723,0.144544938,-0.130629631,-0.023117683,0.128965092,0.205878949,0.072033673,0.125425527,-0.337571328,-0.373426859,0.346896132,-0.356674722,-0.163793912,-0.198596605,-0.15811886,0.095629391,0.00840868,-0.682200784,-0.18758798,-0.327792709,-0.181702286,0.326618023,-0.420408376,-0.119146638,-0.33051972,-0.007650809,-0.223893077,0.20451562,-0.366958433,-0.188218657,-0.369331746,0.152591195,0.033516333,-0.233212878,-0.256998911,-0.224973621,-0.537975086,0.223491051,0.335062487,0.349217732,0.345616963,-0.397293681,-0.05126113,0.5668043,-0.279226141,0.09520853,-0.169240257,0.517511607,-0.273932823,-0.188418248,-0.127179655,-0.319341285,-0.20823799,-0.081764709,0.064794804,-0.026682312,0.222487207,0.068158676,0.147138999,0.112965918,0.217522615,0.127489746,-0.191652116,-0.115173427,-0.193261327,-0.233214867,0.261227562,0.045087589,0.576546747,0.523220568,0.609671064,0.283955677,0.546228385,0.38873217,0.141346974,0.222753225,0.38827263,0.270951439,-0.342540144,-0.172748699,-0.613609932,-0.48360495,-0.080211394,-0.108900074,0.345830305,0.084761493,0.074890163,0.090168359,-0.137892515,-0.065927694
DG 38:5+_343,-1.529384178,0.574595027,-0.282094304,0.325498511,-1.561062317,0.438533551,-0.298434033,0.58011097,-1.490230781,0.441819751,-0.01767531,0.682281194,-0.538993722,0.751632123,0.291869625,0.848279477,-1.464285763,0.803221321,-0.173277405,0.520008016,-1.430772243,0.416577725,-1.507396727,0.715531337,-1.394499883,0.920230506,-0.044544313,0.433210812,-1.449351724,0.74232982,-0.306395917,0.936059034,-0.381406938,0.925021061,0.714384038,0.9072733,-0.166357062,0.706634696,0.104836774,0.728570657,-1.410677392,0.716894936,0.923153231,-0.413299521,0.434532305,-0.220472465,0.769777024,-0.240545957,0.619766279,-0.418535546,0.892732861,-0.404208928,0.648847894,-1.500785347,0.566153177,-0.242776759,0.716043456,-0.381177369,0.919876076,-1.356006693,0.32537318,0.572204597,-0.522761293,0.418852578,-0.002657696,0.333300236,-1.397032315,0.720049594,0.24648765,0.366657575,-1.391329166,0.577117102,-0.519568824,0.686666933,-1.432512961,0.556096896,-0.319510064,0.487848978,-1.532819811,0.844391937,-0.553974696,0.133268883,-1.473145836,0.695422569,0.02011373,0.550916464,-0.239601252,0.685039096,-0.29121304,0.778449852,-1.369286848,0.981525867,-0.167344867,0.504484345,-0.081190737,0.965390127,-0.157158395,0.295303048,-1.628950338,-1.172017392,0.454894286,-0.277248281,0.696516482,-0.369202208,0.763653785,0.338828165,0.554148002,-1.514231252,0.781781844,-1.519658248,0.428302256,-1.439506773,0.601430914,-0.510459175,0.428359408,-0.272802689,0.645871904,-0.722203373,0.579573637,-1.528345378,1.031236166,0.47015831,0.785351418,-1.450860046,0.882518684,-0.544209951,0.555192258,-0.591844599,1.053650476,0.371480397,0.885103855,-1.4294293,0.65086327,-1.420843486,0.706453782,-0.531853946,0.987253894,0.49836774,0.577255709,-0.468029773,0.671586735,-0.393628565
DG 38:6+_666,-0.311549312,0.526515638,-0.06208682,0.289192074,-1.483042698,0.333244575,-0.317365034,0.392664336,-1.40116636,0.278893003,0.082650754,0.482930276,0.118395517,0.331564256,0.231049289,0.621667619,-0.388761695,0.604294462,-0.117124122,-0.01478944,-1.332434964,0.106610571,-1.421009191,0.838365898,-1.290505219,0.819231823,0.056875908,0.518720982,-0.333167951,0.563269781,-0.234319851,0.736476855,-0.241128157,0.584986845,0.567012257,0.877698925,-0.01816428,0.358088599,0.059492216,0.598878557,-1.309205972,0.744160618,0.645103103,-1.239058701,0.371979423,-0.049848216,0.496392947,-0.313976967,0.623311996,-0.147132756,0.639273869,-1.363965687,0.710724487,-1.413366836,0.316204236,-1.366257809,0.646969791,-0.207561968,0.576954942,-1.246007894,0.424181126,0.547466524,-0.147108572,0.448879634,0.108096813,0.199015113,-1.293432645,0.318379515,-0.056757625,0.387608287,-1.28683995,0.582116125,-1.308292525,0.472358114,-1.334447172,0.183041415,-1.354709808,0.594552187,-1.450396578,0.772618357,-0.349916461,0.341835457,-1.381417053,0.681189813,0.043440785,0.541339799,-0.019003017,0.616093417,-0.041608991,0.594040615,-1.261359516,0.757789697,-0.133416841,0.457627438,0.033297041,0.729911168,-0.139478125,0.496498516,-0.41516716,-1.033316253,0.449217007,-0.311164438,0.808276693,-0.280605849,0.421398458,-0.040613788,0.579046479,-1.428909471,0.578798493,-1.435182724,0.597338892,-0.222358504,0.656125145,-0.063357357,0.544568064,-0.174645678,0.546762296,-1.500809552,0.44701057,-0.360172379,0.668352362,0.06449138,1.047561493,-1.35565569,0.907020737,-0.132456955,0.730204897,-0.006798854,0.784914869,0.120014792,0.555219534,-0.245141737,0.461055585,-1.320957659,0.612176709,-0.215177599,0.733094696,0.302706448,0.314241607,-0.33223166,0.328887538,-0.283802042
DG 40:4+_519,0.453313431,-0.34095833,0.048779507,-0.740606236,-0.151314111,-0.822468803,-0.405431358,-0.553362573,0.290170198,-0.40606543,-0.033270613,-0.470811332,0.827129405,-0.275520116,0.246781918,-0.291819019,-0.160532435,-0.387294486,0.030699441,-1.590471733,-0.247578668,-0.535040134,-0.038034536,0.196619428,0.581195957,0.303502382,0.198111254,-0.134903935,0.479437243,-0.130108172,0.240958452,-0.278592692,0.521974556,-0.126032999,0.070131857,-0.003055885,0.426004308,-0.228275814,0.277118814,-0.441461386,0.010083455,0.071843846,-0.01680419,0.131579811,-0.558666361,0.214118237,-0.138857953,-0.051635055,-0.214153276,0.720269093,0.171032548,0.36243159,0.155097789,-0.079217804,-0.001061628,0.008374857,0.026778878,0.291475416,0.177342958,0.431546315,-0.464318551,0.010263188,0.736959074,0.305894117,0.72048136,-0.355272721,0.529061328,-0.286071994,0.08313573,0.084402447,0.647479321,0.035896109,0.402265393,-0.431029518,0.189484471,-0.695159862,-0.283763508,-0.090959793,0.38236115,-0.001162205,0.31879533,-0.125383803,0.394682517,-0.154461112,0.280129293,-0.382069745,-0.151626443,-0.287119044,-0.147352573,-0.274261209,0.36929283,-0.06159682,0.141420647,-0.873442136,0.047529289,0.024235759,0.155493172,-0.269470915,-0.078726756,1.168431719,-0.521885985,-0.294874267,-0.128230729,0.539685333,-0.050057522,0.214200417,-0.308260412,0.42126427,-0.287805064,0.348210237,-0.816641715,0.116014417,-0.639531929,-0.064275425,-0.75010966,-0.117178147,-0.657727383,-0.16126684,-0.179747863,0.44544339,-0.044937458,0.078770598,0.159680121,0.733903499,0.256221864,0.672663432,0.234821771,0.544063501,0.6159449,0.46158295,-0.287103718,0.509593221,-0.343210582,0.245874833,-0.337122481,0.352848905,0.260739191,0.027009012,-0.322387705,-0.02127615,-0.514098259,-0.115747983
DG 40:6+_199,-0.193918798,0.578914473,-0.24207312,0.018360173,-1.014430566,-0.072313893,-0.728219625,0.194893443,-0.723978332,0.178373668,-0.168467979,0.36023817,0.10939429,-0.077713379,0.017228309,0.51270836,-0.782987498,0.408973099,-0.461021143,-0.587285944,-1.018746376,-0.194726152,-0.595642019,0.886748391,-0.484203435,0.834242447,-0.142330224,0.432018972,-0.429575248,0.473767957,-0.431735383,0.491091455,-0.569336487,0.454857008,0.433787259,0.896786305,-0.109604011,0.346197049,-0.126424098,0.431793964,-0.626041384,0.630886197,0.489353069,-0.802570965,0.193058317,-0.293675647,0.345462412,-0.747252097,0.645460852,-0.4234273,0.595542607,-0.769052728,0.844801738,-0.811709478,0.311123364,-0.784954256,0.547793559,-0.50651451,0.416860142,-0.583545838,0.450825623,0.766198684,-0.003376214,0.612258721,0.233959033,-0.040965498,-0.676038007,0.023778034,-0.50662243,0.392824423,-0.523826658,0.48728682,-0.759309518,0.17733462,-0.789295774,-0.251179258,-1.089900416,0.711787753,-0.516740981,0.967073279,-0.227876526,0.336806714,-0.450890484,0.710926767,-0.138629909,0.517751146,-0.096521543,0.717581826,-0.108285649,0.500500164,-0.559595868,0.660847734,-0.553824286,0.060832515,-0.207343602,0.363919009,-0.509539864,0.544614261,-0.448332405,-0.166313948,0.490803651,-0.388366503,0.800665979,-0.575743999,0.263676028,-0.389945233,0.744357933,-0.534157849,0.806668479,-0.408789703,0.392776319,-0.52777246,0.472446235,-0.325927918,0.304691441,-0.571297149,0.260528508,-0.927366378,0.312721365,-0.510093674,0.439206271,-0.239403149,0.973658437,-0.107837816,0.856857925,-0.204732794,0.872931203,-0.226273532,0.782917501,-0.082850286,0.36038843,-0.433754052,0.376311523,-0.635964962,0.495040816,-0.429077908,0.59353097,0.037081572,0.064724261,-0.766426182,0.118803913,-0.724944637
FA 29:5+_722,-0.252523103,-1.965404329,-0.158686978,0.609541645,0.43389053,0.554770331,0.095581589,-0.39511699,-0.470616476,-0.437797284,0.095123105,-0.429581514,-0.424594959,-0.081364388,-0.129423588,0.126067138,0.923650251,-0.14025049,-0.046316157,0.163098454,0.816929987,0.146827784,0.07937767,-1.716135185,-0.349193773,-0.011145819,-0.240642268,0.309788968,-0.129138315,-0.116233239,-0.104412084,0.213251364,-0.211139891,-0.143534615,0.16664104,0.014243584,-0.106335999,-0.185856395,-0.222752025,0.195364972,0.503881836,-0.240649715,0.162096513,0.355068184,0.206910017,0.232323674,-1.764811813,0.328109798,-0.091107678,0.278241287,0.099552858,0.06920249,0.10773632,-0.434679779,-0.454379276,-0.453976358,0.44999018,0.885358952,0.575067689,0.704120073,0.173568588,-0.355842095,0.060759641,-0.259838533,-0.344411194,-0.282918352,-0.221002123,-0.085978205,0.06294676,-0.232005042,-0.091141345,0.168776082,0.020069347,0.549260207,0.849675415,0.440402883,0.630033746,0.386339079,0.324000034,0.141025479,0.329629134,0.48168573,0.122127998,0.329591736,-0.050426533,0.273883498,0.510706496,0.182240187,0.322561757,0.231659545,0.341164645,0.007182687,0.020710765,0.135811084,0.535059469,0.389372788,0.876631614,-0.25067308,-0.455967139,1.032995469,-0.415336205,-0.551306978,0.387432725,0.28745072,-0.01120481,0.047042874,-0.493751127,-0.483606217,-0.345918633,-0.535003976,-0.343584667,0.093524474,-0.168143096,-0.208036837,-0.428786716,-0.531878496,-0.525750225,-0.38509745,-0.41850474,-0.334100962,-0.129995277,-0.28112731,-1.991293743,-0.45022455,-1.949282852,-0.370774793,0.733132062,0.547016698,0.584336002,0.188409968,0.37151001,0.747488524,-1.722636369,1.100635754,0.315611006,0.769625303,0.815395587,0.311913609,0.028987956,0.205226967,-0.026859559,0.273789325
FA 29:5+_238,-0.210058144,0.54000667,0.043952774,0.549971223,0.115864189,0.18076945,0.070129315,-0.771455171,-0.604116237,-0.566703207,0.222030942,-1.045915957,-0.678919339,-0.190227312,-0.219694051,-0.355123314,1.592870374,-0.591083574,-0.095523603,-0.456515241,0.989048178,-0.373055239,0.247345237,-0.181302994,-0.470359316,-0.278018795,-0.355926756,0.006782101,-0.641060997,-0.626072194,-0.507297338,-0.127545962,-0.514677265,-0.364500839,-0.30979552,-0.690477073,-0.460905051,-0.777608396,-0.469091337,-0.241819324,0.51459161,-0.577330026,-0.235177075,0.398292179,-0.033992156,0.515393051,0.028932512,0.219189284,-0.302365283,0.138510887,-0.418423124,-0.194868963,-0.46081545,-0.567282761,-1.022096273,-0.526036173,0.137820959,1.165966558,0.326031076,1.06030503,0.713234921,-0.634087862,-0.358598398,-0.361065294,-0.617899696,-0.55139053,-0.2792345,-0.398156087,-0.229139259,-0.643288945,-0.311740617,0.026031024,-0.222486727,0.074912166,1.289846822,0.298415717,0.65952681,0.527177382,0.56311807,0.030047076,0.786192483,1.014809719,0.151720228,0.700101606,-0.305029747,0.203264925,0.971044863,0.097267637,0.794881796,-0.090698497,0.461234254,-0.30476305,0.15729248,0.051855836,0.742976692,0.003911042,0.785013708,-0.328243948,-0.708198456,0.885959731,-0.642986035,-0.587160064,0.715334779,0.709980685,0.031975058,0.502361416,-0.454394767,-0.412249366,-0.131428347,-0.181873956,-0.231940541,0.830526355,0.061277865,0.052872455,-0.690980493,-0.440817306,-0.851793422,-0.118549913,-0.47344766,-0.281487227,-0.337978546,-0.253646658,-0.5264639,-0.426916153,-0.674396658,-0.382545884,1.476686734,1.233934179,0.574243896,-0.116303682,0.02814826,1.445551779,0.282007098,1.908464722,-0.074282121,1.212220795,0.415899722,0.043341798,-0.199817006,-0.064934835,-0.380759308,0.215944102
Hex2CerO2 42:2+_218,0.312776885,-0.433809945,0.343101373,-0.478836329,0.023808869,-1.204251995,0.099458949,-1.104007979,0.275250198,-0.65724533,-0.007111149,-0.904072524,0.07561309,-0.574331583,0.268717633,-0.862842222,0.291431978,-1.4110554,0.09803093,-0.800475242,0.448787093,0.080547664,-0.078822498,0.23444676,0.484067515,-0.094986911,0.599990894,0.163474186,0.685910505,-0.023536684,0.587419244,-0.270020794,0.522720309,-0.182470841,0.412083425,-0.159758102,0.927441321,0.108418648,0.847151097,-0.32817454,0.596659882,-0.44286594,-0.400831197,0.754734824,-0.225744724,0.280624914,-0.18833227,0.449175715,-0.215915138,0.408822957,-0.186761667,0.446168258,-0.39042397,0.15257839,-0.450082867,0.29427352,-0.230097078,0.553010882,-0.61975479,0.601052119,-0.284524996,-0.867978562,0.069735964,-0.008639338,0.314026074,-0.081463326,0.328217196,-0.425235182,0.378359786,-0.223286065,0.659602739,-0.572122294,0.68610595,-0.055115093,0.561436034,-0.291715377,0.661011142,-0.245233974,0.143557957,-0.692481803,0.119747723,0.482937904,0.412213535,-0.818199567,0.503691007,0.228628618,1.012922444,-0.226322621,0.831719314,-0.203327605,0.665340359,-0.876269295,0.694639687,-0.815248637,0.733901777,-0.065719415,0.813465926,-0.09282159,0.05512578,0.304191236,-0.875765461,0.164132174,-0.427502934,0.445551839,-0.674832137,0.424405826,-0.436013794,0.349387159,-0.470602462,0.491770111,-0.64800349,0.259294077,-1.112619223,0.202079108,-0.4622046,0.410263283,-0.870519334,0.488441976,0.021842786,0.402263134,-0.57088419,0.553924966,-0.450673283,0.405040569,-0.775862557,0.56559873,-0.013522744,0.470579885,-0.445744471,0.46731329,-0.574583127,0.464018177,-0.340578286,0.31488099,-0.678441871,0.647338216,-0.489598417,0.388905451,-0.398529123,0.073077674,-0.725289535,0.11565789
Hex2CerO2 44:2+_1183,0.169990032,-0.07839546,0.255925823,0.038642349,0.164911993,-1.241022811,0.166923111,-1.398180432,0.263905913,-0.132819518,0.073372345,-1.35513354,-1.057501434,-1.081013046,0.442150139,-1.168853924,0.309855603,-1.153309253,0.270435215,-1.317627347,0.254227456,0.064759707,-1.167731142,0.571698636,0.30693298,0.18033002,0.473476427,0.202247051,0.178161109,0.03652247,0.28610682,-0.025608551,0.220333623,0.150684352,0.464862175,0.031563845,0.600294879,0.414716877,0.673898594,0.031139056,0.415542232,0.015193649,-1.050545108,0.507035801,0.156105844,0.28643654,0.066640934,0.367191712,0.245806301,0.458064803,0.178576118,0.361124363,0.052458581,0.266386316,-1.187656498,0.338799265,-1.074187008,0.386594303,-0.94513069,0.564138744,-0.024338815,-1.233896848,-0.019236,0.261672309,0.2220369,0.123370489,0.152670181,-0.007969792,0.440123375,0.086197154,0.554138091,-0.987001739,0.756216267,0.233851301,0.480694761,-1.088045204,0.737864955,0.198177624,0.232050777,-1.060321154,0.248021201,0.633150368,0.491554452,-1.192428153,0.627330245,0.384834264,0.943224897,0.193002181,0.850492358,-1.01278141,0.754869544,-1.005899994,1.000559533,-0.257363537,0.900588616,0.356219691,0.635980106,0.221902036,-0.096248827,0.337603946,-1.41450796,0.211942845,0.088977584,0.417869605,-1.20270469,0.654056196,0.144781457,0.267509157,-0.044546954,0.40037994,-0.050531552,0.506178965,-1.26693636,0.485943814,0.017219607,0.347488824,-1.363369264,0.46896805,0.342866969,0.475654072,-1.034084917,0.688949246,0.087231939,0.570776105,-0.191734402,0.563805845,0.407339693,0.711463109,-0.780119217,0.79238858,-1.074524357,0.383207888,-1.075254695,0.114002841,-1.298889129,0.6510778,-0.867450471,0.664364191,0.100879871,0.297951988,-1.200057358,0.399120644
HexCerO2 42:2+_514,0.352707769,-0.076498923,0.211279784,-0.123187973,0.180098272,-0.674662931,0.316197954,-0.755617017,0.31959361,-0.165342603,0.320970665,-0.237774224,0.234098196,-0.18607376,0.436308507,-1.871028534,0.28727124,-1.853649193,0.365377215,-0.7866689,0.394851614,0.037005176,0.339434811,0.328684301,0.566122557,-0.135612846,0.51382424,-0.098978086,0.355831179,-0.098201404,0.35944381,0.032456935,0.563357697,0.015601214,0.413000693,-1.82659229,0.447580525,-0.102236811,0.515037685,-0.091345281,0.366996782,-0.288242385,-0.279454853,0.391919012,-0.165645791,0.286917571,-1.806050774,0.363535088,-0.336935567,-1.607877703,-0.115880788,0.364041892,0.065119073,0.340472541,-0.180514077,0.164736389,-0.202188053,0.102955692,-0.390128614,0.329095211,0.107868615,-0.153131136,0.378612866,0.605890205,0.718121168,0.302997764,0.716368407,0.210110147,0.55625428,0.020637653,0.570833882,-0.104993654,0.613643894,0.092668045,0.563487578,0.156127477,0.473959478,0.08947312,0.447369283,-0.352468065,0.287588398,0.337057901,0.362004611,-0.533340396,0.414049262,-0.194816079,0.304232804,-1.798695181,0.388769435,0.046400293,0.414110823,-0.336860044,0.362306075,-0.474900467,0.528038389,0.090228879,0.696801449,0.085004971,0.203130927,0.601677339,-0.324887091,0.213119752,-0.020214917,0.504516978,-0.184047461,0.384667086,-0.349989572,0.415134259,-0.257257108,0.356365661,-0.165417457,0.308775971,-1.980707337,0.298964152,-0.357310843,0.357150813,-0.590871001,0.202012541,0.005078771,0.167833231,-0.266200975,0.336596758,-0.282660265,0.316104379,-0.280623556,0.247508989,0.002114947,0.292494205,-1.436579415,0.259831745,-1.765576718,0.370611736,-0.565999076,0.452125579,-0.508318837,0.375074884,-1.534158014,0.078660945,0.107082176,0.356796388,0.001361678,0.438680099
HexCerO3 36:1+_624,0.869900688,-0.235745408,0.521794565,-0.017526316,0.559595296,-1.640658666,0.357385045,-1.790543279,0.44198,-0.27177904,0.389446209,-0.420280271,0.574773708,-0.291257021,0.430528299,-0.426033604,0.421311703,-1.557018015,0.444749366,-1.713713476,0.579618633,-1.706309822,0.65375527,0.196515314,0.697595198,-1.368540488,0.527482498,0.240279772,0.817265848,-0.221329421,0.663900082,-0.253893445,0.554590348,-0.255488246,0.441483181,-0.481932294,0.497748773,-0.432658959,0.451858024,0.016381805,0.950038563,-0.206740829,-1.459034401,0.598016564,-0.019896187,0.619769799,-0.175666148,0.434096593,-0.12375758,0.789644483,-0.171547086,0.469799075,-0.169649515,0.503464258,-0.330820712,0.286236919,-0.128128856,0.512696062,-1.358531133,0.887743248,0.253456042,-0.586906937,0.065179595,0.053398414,0.533836804,0.215354442,0.989043246,-0.254893979,0.472338617,-0.178164408,0.80889721,-0.21511,0.545483744,-0.035348939,0.790171629,-0.116452771,0.64154329,0.071574023,0.749505456,-0.291747543,0.620359588,0.067373336,0.587263855,-1.594319486,0.126353123,-0.087531748,0.244986608,-0.429930446,0.454887496,-0.26682214,0.429732054,-1.416468479,0.173370026,-0.72848971,0.449069755,-0.277503053,0.569996402,-0.121213306,0.563253437,1.145266609,-0.587318828,0.111665244,-0.101371368,0.549150021,-1.604118834,0.180830027,-0.237335581,0.682338373,-0.348977361,0.558005821,-0.296166312,0.578083925,-0.584338718,0.668736464,-0.369873525,0.342392709,-0.597039823,0.280235748,-0.380881131,0.447012268,-1.443340642,-0.103290243,-0.278435627,0.594776599,-1.664366635,0.301610185,-0.151315832,0.429418858,-1.201217703,-0.13237303,-0.407397968,0.504840335,-1.482593783,0.84425608,-0.620606583,0.669444188,-1.28447352,0.186908745,0.000352284,0.608468632,-0.357362479,0.501912189
HexCerO3 42:1+_372,0.425010381,-0.26103523,0.340908395,-0.22074251,0.107426389,-0.846984238,0.172435059,-0.724249617,0.40708114,-0.277635554,-0.002409387,-0.352326013,0.316049247,-0.231017648,0.274330383,-0.281531356,0.453891392,-0.997600823,0.310998766,-0.604670141,0.419187316,0.005339637,0.596187969,0.084888737,0.407558138,-0.104494823,0.482621893,0.339537959,0.83095057,0.203360495,0.69952375,-0.060566094,0.640597967,-0.025089612,0.482122893,-0.081865742,0.622529205,-0.093507096,0.496311435,0.168723224,0.829521308,-0.412566367,-0.145029284,0.801448475,-0.091636903,0.368572893,-0.25497901,0.302197358,0.205090192,0.800652574,0.110501706,0.564640968,-0.08381467,0.350872863,-0.322228795,0.217607992,-0.33255337,0.326832267,-0.596301903,0.495353501,0.016752175,-0.458183957,0.50712915,0.169675566,0.421605625,0.10301246,0.581782888,-0.167709677,0.370965639,-0.1496753,0.668623914,-0.298581874,0.606851693,-0.344490162,0.277540968,-0.438891747,0.080099224,0.132737461,0.361746742,-0.081713542,0.208391983,0.008007867,0.443752555,-0.865731059,0.131777726,-0.166588568,0.071417234,-0.484902297,0.191028399,-0.183279362,0.356196342,-0.659207891,0.146392527,-0.778753664,0.423659476,-0.213890394,0.547848759,0.205403834,0.583736218,0.492635405,-0.244121289,0.46293442,-0.078074472,0.372645783,-2.319659201,0.107600093,-0.425912695,0.36872872,-0.380240541,0.314149345,-0.098827749,0.560991548,-0.567109871,0.506611854,-0.598255897,0.194584943,-2.508898777,0.07667132,-0.684479615,0.090234138,-2.121167081,-0.209753531,-0.400793943,0.238360358,-0.624040758,0.097216035,-0.190145153,0.261288751,-0.409635158,-0.130419469,-0.482220439,0.27015797,-0.423568738,0.449156549,-0.6584173,0.318650141,-1.925084146,0.134189496,-0.003051333,0.436324461,-0.180684168,0.330864814
HexCerO3 42:1+_1268,0.270611771,-0.018868866,0.035557288,-0.047208295,-1.246218786,-0.014404698,0.265578673,-1.412871905,0.207087267,0.142922875,0.397831465,-0.247535363,0.693310434,0.256073761,0.653230877,0.341805433,-1.120828895,-1.161905816,0.72216489,0.239413814,0.36745861,0.242616441,-1.176686517,0.518595037,0.562575603,0.388958068,0.549533693,0.22419852,0.363462998,0.38876974,0.463093355,0.204031393,-0.993298781,0.28645866,0.468657895,0.348479138,0.534910703,0.293300225,0.612321003,0.240250275,0.561675806,0.328805793,-1.056585311,0.477114356,0.099738715,0.431784431,0.084220087,0.416469659,0.403284216,0.646590561,0.147680976,0.533552718,0.351381596,0.463963773,0.003511461,0.37067988,0.282202465,0.252071373,-0.948549171,0.400750994,-0.185317819,-1.244498613,-1.184898922,0.156023443,-1.139538589,-0.168522631,-1.033689767,0.074511846,0.257604424,-0.100269726,0.446222241,-0.991461521,0.312248822,0.254080554,-1.079661534,0.066154259,-1.102373286,0.496112263,-1.20962625,0.421375253,-1.236336671,0.245449873,0.307565813,0.12833784,0.537403867,0.139518027,0.560419956,0.337363067,0.491031942,-1.017882349,0.498695436,-1.010829785,0.726894024,0.22906324,0.450444346,0.511781549,0.39925786,0.270916768,0.215888887,0.812170765,-1.429606079,0.24122012,0.289431026,0.314860476,0.143349449,0.370862712,0.272106941,-1.185541771,0.044383783,-1.19257333,0.198781983,-1.088723289,0.272193147,-1.111316412,0.19960118,0.09551087,0.080404814,-1.266133454,0.219391172,0.211234151,0.386576518,0.532362727,0.530854432,0.414857485,0.486074686,0.286638815,0.335345232,0.487730983,0.666496259,0.91368285,0.075691285,-1.075666088,0.05025763,-1.064541587,-1.311108464,-1.056346377,-0.86893727,0.336480057,-0.029369414,0.096528641,-1.209817057,0.601365908
